wss.1004f30be305f33d28a1548e344f0e2e	111.97104\,84.16881\,0.0
wss.2405c4b06913f64d949ba13b9dbf2be2	35.167778\,14.065148\,37.289227
wss.240741c267303fbe171b03ec6def09f6	9.524616\,243.84\,0.63497466
wss.240744724714ed3de94a1f4c7cba7995	40.970104\,58.91126\,21.957878
wss.24129a2a06b35e27c1a6b3575377c8d3	206.65924\,94.80115\,94.80115
wss.2418138bf6ce5484d810b14a81e12eca	60.96\,125.095\,60.96
wss.2419edff383179cbc53c4281a65fe22a	63.614883\,54.53343\,46.226357
wss.241b26438e8523ee2846fa729d90e125	61.605724\,50.95011\,28.285053
wss.241f204e0ac3f59417e9cb828e433d	46.075085\,28.452723\,49.28991
wss.2423113d0a687ad8b355287ae6f91d21	638.14984\,417.0406\,355.39423
wss.242484c839bdc5df50dfe5d3d82f3d77	84.77252\,234.5791\,84.77252
wss.242cc61c57c4589a87aba3aa9bb4e246	52.883335\,70.57183\,129.97974
wss.242daece89d0f42b457ba044c28858b1	6.9677906\,32.5039\,0.7277356
wss.2435588dc03652d7b6253bd44e1abf33	285.42438\,285.42487\,285.42493
wss.2438bd71546c804b908ba8c20ec611cc	160.46515\,188.31732\,194.95688
wss.243a834cd29541e8f0117851f0671fde	76.26697\,70.07396\,80.605545
wss.244894af3ba967ccd957eaf7f4edb205	9.756538\,35.315662\,9.757021
wss.244cc8707720b66bac7e7b41e1ebe3e4	83.97699\,193.07785\,47.49066
wss.244d019df47b3d3fa1580e4942a1e932	157.1551\,26.851223\,36.975857
wss.244f492781a0fa7e9619731c83d0ff51	17.050505\,70.22663\,5.456974
wss.24505c53438f8273399f45f7c8fcdfa9	76.43064\,33.978966\,61.250397
wss.2454758b9629441cf322c3e7acea58f1	45.20495\,50.387\,51.4897
wss.2458e2de871023a5823708c0b62ca422	15.41011\,38.237015\,6.053276
wss.245a7569a1d8bf9834b0e5bd3266c551	21.128448\,58.86053\,49.60703
wss.245f85ebf9717d47fbcb43dbbd5a77ce	40.66704\,53.532494\,45.50107
wss.24651c3767aa5089e19f4cee87249aca	17.734241\,18.580889\,23.881683
wss.246ba23d7292e868224d77c88513e4a9	22.102188\,18.62976\,34.70439
wss.246f0b722dff7f16fb7ec8bd3f8b241d	76.13665\,74.85632\,27.662916
wss.246fe9e6391b8ab1d6ceefe6d23b06bb	7.1658874\,22.21289\,30.670044
wss.247012532a6342f424afdcb79b0329d8	43.257088\,28.078772\,37.98024
wss.24757c70e0d17ff7c84401851c241507	41.027\,82.054\,51.321358
wss.247648d47cdabaca6bdb86dd994fa854	449.33853\,113.457634\,596.3104
wss.247815f28613bd26e71174964d90e49	35.559998\,34.3695\,37.431473
wss.247ca61022a4f47e8a94168388287ad5	52.87036\,52.87047\,9.612793
wss.248b2f9183f376c2f474f50f497dc944	59.25099\,28.754158\,30.496834
wss.248e12204f46e1b6d810b14a81e12eca	176.35727\,96.36252\,34.289925
wss.24952bc198db7e0c3f2641469a00e0a	110.181335\,53.26706\,110.181335
wss.2497bd27b94a197b698580924e57a755	159.36638\,68.97485\,73.6904
wss.249a9adc63d5d8fca38be684c68d2fbc	293.36926\,255.31165\,335.28073
wss.249e51107b65a3c2622c8cfa317e01c6	81.33215\,53.900158\,54.34149
wss.24a40890a2654d476a44fdd49dec8069	41.881985\,187.0976\,47.200104
wss.24a461d36de3c8c843ac09133d4c1d60	80.36334\,128.58134\,75.00578
wss.24aea80f4922897f667d013d9903dad4	26.60495\,4.5538287\,9.352911
wss.24b187230ba25615953414dae7d63ae1	50.09026\,140.05962\,4.3158294e-14
wss.24b5dbb43ebc21d351a3cde61844b03f	31.76211\,29.735323\,16.59039
wss.24bbe7f32727901aa6fee8e2140acec9	72.91226\,84.29813\,72.91226
wss.24c665b954ccb8c26e4f3fb3ce0feb39	12.214281\,23.450556\,2.9924889
wss.24cf4986a3bd5e8377ed47d7aac60427	125.23963\,83.92562\,63.697655
wss.24d7c1341d2e34b1737e2d7555ec4d9	41811.96\,2465.349\,15017.5
wss.24d9b0134985944a7420fc907d138e2	55.481018\,14.681084\,55.481018
wss.24dad0066d573ce7849dcf5b84a520ee	905.89124\,2786.5854\,797.6413
wss.24dbbef5e68df9d98849c1eb532ffb39	52.020683\,79.6189\,48.02331
wss.24de2766872efc6c188b3228ae423298	7.7747\,31.800623\,31.800623
wss.24e539b4aafc1ac476d20e73c57c9a03	54.94206\,18.801636\,53.564556
wss.24e79ed92be932e19bfb78d2af523ae	1774.2158\,607.2395\,1917.9033
wss.24eb9773fec0eb609e4965f0106e00d9	175.52295\,81.3237\,65.449265
wss.24ecafe33437b035ed9c5b25fef60d04	37.78255\,1.9802704\,37.7825
wss.24f5497f13a1841adb039d8689a74349	213.4157\,72.924904\,99.08585
wss.24feb92770933b1663995fb119e59971	9.310058\,39.25752\,9.310057
wss.2500f3ce3179adaa21f349b084b648d0	82.02293\,133.82689\,91.34444
wss.2508370e4bc1cba95e94c8e419569768	1421.765\,277.495\,1421.765
wss.250aea75a50547409c5e4e5246d06c9a	149.45631\,99.97078\,25.49175
wss.250cd21169a42a2bfaf26c91ad27299b	200.08571\,51.32655\,61.765938
wss.2519505d0cee2edff08984f51debc075	67.77683\,67.687355\,43.29737
wss.251951d185ef4c3fa24185149fe8628e	91.44426\,48.403664\,91.444244
wss.2524542e70b07de84212ff51b27f0221	152.4\,107.95\,127.0
wss.2526b1f358f773034203f59b4fda924b	32.807907\,62.16938\,116.289925
wss.252b9ce3297d96c9a7fbaa2fccb15f48	54.656708\,28.11733\,158.73724
wss.252be483777007c22e7955415f58545	204.72914\,113.73837\,76.3672
wss.252d68f3d310db551436eb1bcf306b50	15.1918545\,6.579994\,22.76637
wss.25315c18ed4101c915e744fd1f945c9b	51.867798\,45.02803\,19.19575
wss.25331cd099a9e8c6ab7f9d2da6fc61cf	213.9391\,87.55985\,267.9584
wss.2533ee6f1c5cabadd01673c7c57450c9	24.045403\,50.37478\,33.3591
wss.25370f9a01166beaa13edbe825cc0113	278.8147\,101.56544\,157.28008
wss.2538fd812791d174858c5408bc0456af	222.8129\,166.07477\,166.51968
wss.253a3288963ac4526baf7c8ae8fa724	109.14531\,13.649671\,59.41209
wss.253efaabdbcb86ad7b9c6deef486a7d8	87.136566\,116.18209\,0.0
wss.25407533edec57f343638dabe1eb5336	77.89969\,127.31353\,67.14783
wss.2544d05396cf1c91bc19762eaa7ba40f	176.74937\,90.973946\,46.7866
wss.2545015993096b7a1dd448ad6b170564	22.361538\,56.726788\,51.51628
wss.2546e080ae36044d25924baa64fe1af2	13.251179\,33.929432\,13.256522
wss.254b3d8bdd34ea0f9977f83d67d415bd	82.340805\,119.56391\,3.920128
wss.254cda2719087d58d810b14a81e12eca	154.36589\,54.13526\,40.735443
wss.2566f8400d964be69c3cb90632bf17f3	17.049742\,16.668037\,15.538568
wss.2571dc51858cb3b6b39fa607e7f9a747	169.19498\,99.506905\,56.397827
wss.257aefd8c9c995d68cdb6066f06c695a	31.287697\,40.46806\,29.758982
wss.257fbf52b92e7679cc4cd6c58bd35c0c	107.72264\,106.64033\,3.8736935
wss.2581265a7c81684b9141c153bb8dff6e	17.837845\,9.959047\,2.826158
wss.2586870f02c07df58cf66219964af0be	327.22263\,222.67325\,164.68192
wss.258867fb919719fdf91663a74ccd2338	63.032963\,95.83657\,60.776752
wss.258a6d87acf6c7e0328d892700f6573f	914.99945\,249.12294\,1025.0005
wss.258d1717fdc9a93948eb25f0f4edb37e	111.97754\,313.28732\,69.23599
wss.258ed141dbb8c11311fc2b865c2a185b	157.11118\,82.014755\,39.634747
wss.2595386004cec68b80a3636218306f06	164.26941\,209.00063\,91.28404
wss.259539bd48513e3410d32c800df6e3dd	9.5281725\,2.2024765\,21.255154
wss.25a4c061bb3d0a22f68a8e4ae5e6c1a0	207.72905\,186.95615\,120.742516
wss.25a578b323b553775c351e299b24e355	183.1248\,220.87686\,190.4334
wss.25a8b0a003855a0735836c728d324152	37.21617\,62.109196\,37.215996
wss.25aae534f3aadc9c9aa9d7f676c1fd7e	98.60991\,95.75733\,98.60983
wss.25aced12e526ee7c156c6b2b0b4a3b8	9.259183\,24.793533\,2.7648728
wss.25ade1e64e44c0b8a72cf58e53283973	2373.183\,109.043465\,2081.9946
wss.25b2d49ae986cd87b1508bbfb8b56edb	105.59651\,162.71559\,63.86376
wss.25b54ed9064022a0728263fac1d24145	59.454605\,158.54561\,65.6478
wss.25bb332d7de52b51729c04438af8eabf	110.99277\,123.89314\,72.91341
wss.25c02ff35176dd9b693204b85bb5df03	11.775225\,11.373195\,15.921465
wss.25c22eb4a826f622e4773d7a183337d9	38.97882\,22.017227\,21.79485
wss.25c6bdd929f9aef77d6fbcfb6b291844	87.73329\,61.079296\,27.126274
wss.25d4141f3b4bbf19bb195d53b3e4c9b6	489.0287\,221.61499\,123.98445
wss.25d68a5e38a75618a31e1e53bb3107fe	23.443493\,3.3491564\,27.756525
wss.25d7e6f3a56202aa872865ea0c4f831	34.127113\,3.8242624\,15.392901
wss.25dd6051429b804430a87f4918e4b66	59.404175\,35.503113\,3.3257499
wss.25e01d777eb2ccebaa6074ed9a2b99f4	227.44371\,263.2532\,277.79877
wss.25e01e77fec9df786fcfc6d3cb649639	42.024628\,109.52773\,49.57226
wss.25e1d53b3acf68aa625ac64d4da8b7e4	31.42382\,12.922129\,5.2373033
wss.25e683d2a94546b6ae4b185a3b2eb35c	615.0244\,1135.0853\,742.2261
wss.25e8ad0fa26a362c10a750d5b3a9c488	493.73547\,501.53314\,1553.1997
wss.25ed0233d292deb413cf34dbb0dd8875	144.85376\,91.89252\,43.467846
wss.25f1a1563f38912250f0b0248b30425	42.63936\,54.724365\,42.63935
wss.25f4d4cd67e9531a3742135a31826a22	55.011833\,0.41579914\,6.59735
wss.25fb50a0b14272ee732375ced502498	62.719616\,31.086143\,93.66232
wss.2605b0c6f426a401cd59b858322161b3	229.23901\,0.24387005\,163.39288
wss.260ebd5d9bcc2acae3f7a74e12a274ef	75.267334\,68.81721\,125.02097
wss.26165ecc0dbc6ee09d78aeb0e35006ac	142.69312\,223.83237\,46.515167
wss.262020e2d4384d3f7ff6ace05b36a5	92.6626\,99.78429\,92.65796
wss.26205c6a0a25d5f884099151cc96de84	208.93684\,79.58844\,103.40969
wss.2624cedf0366cc4480360680c1602c7d	121.54646\,85.07999\,41.130997
wss.2627c3acbf2993d7f9651db54962898	66.679596\,84.661095\,69.49353
wss.2628050b4775db0cadce735bbd7810e3	150.18013\,117.02925\,25.856857
wss.2629ace7e4ac514c725324248a8e8d4d	100.55539\,147.48132\,33.493713
wss.26316fabe129210317fad902853ecfd7	80.46172\,309.38828\,31.263552
wss.2636f88eac28f3d91654963ad1f2507c	47.036808\,63.570747\,110.76803
wss.263aa26d579b6def14c06184923f6962	156.92166\,101.87699\,109.72622
wss.264d40f99914b97e577df49fb73cc67c	201.36508\,100.19982\,99.86642
wss.264f245e27333be8e3f7a74e12a274ef	187.4595\,71.62171\,252.0119
wss.264fb5faff89c160562964d222866dcd	32.73449\,95.131386\,34.15232
wss.26565ecbfb2568e635940909bf4c7550	141.44705\,59.812008\,56.578934
wss.26577d1c907d7ff880360680c1602c7d	80.60794\,114.44611\,80.20092
wss.265f4c3eada50eb38449e0b8dd14796b	130.68237\,75.74991\,95.6869
wss.265f6479268394f9eba3e1b6d93f5c03	278.97327\,136.94518\,66.32727
wss.2663256233c27aca881796c365ec5f7e	79.880585\,90.95353\,86.33383
wss.26669c159324543dfb65771025dd39c4	104.6476\,91.18329\,1.906451
wss.2666ea267824515b6a047293eefdd617	66.68371\,85.72373\,60.802265
wss.266911058f9345d8c6e01b363ae6db1b	41.918457\,12.226234\,20.959229
wss.266aba6a1b941c3a2bf3161ae4fda942	108.72873\,111.64492\,115.76747
wss.266d79dedd75b3e1c8b7b6fe706a520	113.70361\,115.56429\,158.3729
wss.266dd42d5c571ee65af983a27c524ad0	19.55014\,15.947136\,8.953491
wss.266dfa40fa180656f95441fc651d725b	28.02575\,70.79484\,28.02417
wss.26743889fdc184f91f29de30ec1bf6a3	4202.4297\,4202.3535\,45427.594
wss.26780889da30bdb9b88d31093d1f51f7	81.47058\,162.94116\,67.093414
wss.26780e5733f5db15a391c070c9832629	69.17695\,67.4502\,20.619762
wss.2678dfd6396371cebfd1b5a05c9b258	49.907867\,161.19273\,49.9077
wss.2682cb34e7db8735bdc7fd7cf135ade2	10.867152\,23.941996\,4.093549
wss.2688b2e13ad544821d2a0d1b39c4555d	823.28\,1451.77\,823.28
wss.2693df58698a2ca29c723bc28575d785	19.698545\,11.664341\,8.5655985
wss.269ae0221eecb3303d098fcb46b95c	107.96036\,176.66225\,55.844757
wss.269c6392b69b7e9caadbf8208284c675	104.50456\,102.01089\,74.03348
wss.269cef908a7babf022fccbca022fa653	62.055267\,11.150303\,35.95239
wss.269f18b1fd38ae4f9fd14f5d3d7218a8	65.000885\,45.99991\,145.99872
wss.26aef60ec29b43bac2bdaed065f89f7	81.000046\,148.10002\,97.900085
wss.26b3485d5ccd31fb7edd45e036b3c8b1	69.5534\,167.24287\,69.86586
wss.26b4c8e753b7dd06a6fd617b2ff5d2d	146.05092\,118.909645\,119.75133
wss.26b72a9e18203a02f841233486fac2b	24.403294\,40.08332\,24.654572
wss.26b7f22b40069ed9ad7b1169bbc2cfe0	1468.6432\,1472.2551\,713.8459
wss.26bb7229b024a8549b0c8289d51d981b	35.525307\,46.673203\,55.85269
wss.26c4051b7dfbccf4afaac116abdd44e	302.26\,264.36066\,20.326681
wss.26c4b554e25041b8defb2d6276747b70	86.48598\,57.562923\,37.00464
wss.26c90d1c97c09cc457ff23db42cd881f	105.95239\,71.29218\,3.7584648
wss.26e21105284c8397d083985b1135cf9d	846.55206\,447.9442\,586.74
wss.26e8bc3e4e215656321ce31db6169663	0.0\,233.98856\,246.37964
wss.26ebcfb2ebd8345f14b86d5282eb8301	100.48065\,75.36055\,100.48048
wss.26ef635a1dd041026960990b76be3cd	11.012714\,26.109997\,0.5986568
wss.26f1379087fc3a863742135a31826a22	6.128621\,28.997593\,4.3033395
wss.26f2f40fa7fc0c5538b28f94c165f833	30.844175\,67.96421\,47.452606
wss.26f4aa1be6ff59ecc77d45d65dc3714	32.47496\,23.424334\,19.48087
wss.26fd6bfd41b63028977e464a4b82757d	28144.496\,20127.45\,48049.41
wss.270b80325b30676592a31ec18c4e190a	59.639946\,87.35999\,60.120026
wss.270b86f1c341d7fc98d5fc0473d00a1c	46.409336\,106.568985\,52.03871
wss.270f7764c59faf685bf2d44e0cd3186	2606.7239\,2869.9968\,919.1676
wss.27107e057772be0d6b07917e9ad0834a	72.081375\,63.174404\,23.947266
wss.2725909a09e1a7961df58f4da76e254b	12.769621\,22.985495\,4.0836725
wss.2725a90f79f8bda6b2c7c45f8cd56bd8	54.040283\,85.44358\,132.34784
wss.27288dc1f92b925ef21c57f8caa5d803	127.02718\,105.7574\,113.73213
wss.2731349879db84fc24517c38da518f49	67.03686\,140.0071\,94.314964
wss.273461b66154e14d4b1bfc477517e693	77.68155\,91.47147\,107.81379
wss.2734adb893d49b34542674283bd5ef10	55.37848\,72.1898\,55.37847
wss.27359b0203dc2f345c6cb69e0968783	221.60027\,58.126842\,90.53818
wss.27430965a5dc489255b2aedb5bd199c6	137.16\,91.44\,76.18832
wss.27436a813a1abe835836c728d324152	20.255707\,173.62074\,20.255753
wss.275ae350bed8f38470a43c2d978e502e	39.892265\,82.8195\,60.496593
wss.2768d9f10dcd4872378b1c2b7c1f68f7	162.66263\,237.78322\,179.92026
wss.27721f92f4f94ae2c5243a0ab191990d	8.702026\,3.867559\,19.881546
wss.27727353c4beb97b51470b0aae1d360c	3.3407784\,4.1832275\,91.89743
wss.2773ae187d1e9d3d504721639e19f609	61.56785\,101.71892\,109.039604
wss.27748f67df76e833322ed2ef5fc90e25	29.21\,5.715\,29.21
wss.2777dfcee7d0f364b0d7b0d4230df8ca	41.857365\,23.03705\,42.65374
wss.277d39e828e52f276f6efea42bf79478	16.790775\,10.399285\,11.449551
wss.277d71a934d2560bd8c1a9f93afff81e	6.5792885\,8.479187\,23.661312
wss.2780abdb71c9db68f2c30c174d7b3e07	36.91264\,1.6778501\,36.91264
wss.2780e6d3eba01ccb6d075d8d4fe1141	48.227245\,64.942444\,139.57458
wss.2781a072e2645ccdedf1aa83ea962bc0	51.209007\,43.95804\,24.170095
wss.278964940bbd742bf260956be71b3917	37.169155\,45.2163\,25.6038
wss.2793f99b63c0e57fb51c1960fcbab95	66.0399\,40.005\,33.019897
wss.279430474957c013b9d7c2fc41e80228	119.79001\,115.18264\,36.858505
wss.279e159663256548f1783a44a88d6274	135.83023\,39.61715\,40.74907
wss.27a6dc6d930db4bf5da6aef87fc49e72	268.0005\,220.63023\,268.0005
wss.27b6c02c0ae7d44e60fdcc1483180fd1	106.96791\,50.821774\,107.690216
wss.27bd85ee7721491d7356bed02bfbd08c	256.01077\,95.72354\,258.65808
wss.27c6cd1064387bcddb41ec1fc554dca9	129.09875\,91.4298\,98.49992
wss.27cd39f831e73e03dd37f1676f84f13	29.176422\,3.696659\,29.176464
wss.27d0566b9a4b127cda95f26923bb8547	35.374096\,50.78095\,39.684376
wss.27d153bbc6eb22f7211e53a7e1c4943d	7.237629\,4.743514\,15.024857
wss.27e1a13a5012b4f62e5b25b8867c3ce4	10.240009\,8.00001\,8.0159855
wss.27e1d717fddbffa54dc767ee6fddb2c	270.82745\,22.86\,250.82388
wss.27e267f0570f121869a949ac99a843c4	8.379981\,5.4911795\,17.899002
wss.27e3dc5a1003f6fc72572a6fbbae3647	60.76973\,67.99611\,64.52743
wss.27ec629313fb701220ae98a03c2ae0a6	3217.1384\,221.00006\,4993.7163
wss.27ed95fdc3e802a535836c728d324152	37.728714\,167.68346\,37.72873
wss.27f2de454f50ccea39f3410d5f76299b	9.319733\,37.827152\,27.811172
wss.27f42dc59afea3b09aa9d7f676c1fd7e	178.09227\,231.24707\,174.75005
wss.27f6e78016b2cc4f98a4820926b2a786	130.77795\,54.49081\,49.041733
wss.27f88cf75ac860eb34e6b98309eb5a15	28.941818\,98.37739\,28.941818
wss.27f8f22fea3cc34219cd7d4b344db6b9	51.165455\,2.9840717\,23.616295
wss.27f97bc151512c8ce3f7a74e12a274ef	221.49603\,184.50139\,145.48193
wss.27fd09748c6bcc39504721639e19f609	53.959576\,103.4161\,48.72896
wss.27fef9fcdec5a001f8f60938be4e769	66.12143\,93.636475\,67.56851
wss.2802cf2a675250806d581711277ecf34	111.11715\,49.1934\,111.11715
wss.2804e95007c1732731052ff97867a1bc	70.35757\,61.484756\,36.87696
wss.28092e5ebb62a991cd7ecf32c7a32daa	299.71997\,127.0\,127.0
wss.2809aa82e90af4acb5a03fc76198f394	53.288124\,71.93897\,66.01301
wss.280b50e6fb6c294ad5067eac75a07f7	44.538494\,82.94819\,44.538525
wss.28118c00124cfc2543fc9b228fa4afd	2390.615\,312.18607\,398.1445
wss.281be242d3ad1f51922ff616bd0996d	71.15231\,76.36431\,35.616226
wss.281e44e79953629fa6ead0bb9446fba2	321.69125\,349.9993\,364.39908
wss.282aec2efb13d3302ef1c225dc7772c5	74.5157\,133.38715\,154.07224
wss.2836312bce4dac18863a60a16aac3669	112.44519\,105.35322\,53.58365
wss.28399ee9277ced89502fafe99fa7da2	144.01027\,40.062122\,43.840485
wss.284dcb5a5104a2d3c6fd2302d2f285c	107.615555\,98.10801\,68.65147
wss.284f5bac8efd810e239390199f2cc0e0	31.781769\,0.79375\,35.940994
wss.28538b8fe7dabd9e715eaf7cef31fbe3	105.95608\,34.176117\,8.598963
wss.285f7858ba433a4dc280a00b5926f4b5	221.1654\,252.88696\,249.04443
wss.28607a8dceeb428a2945282b3cf6ed97	64.38916\,92.973335\,70.13461
wss.286aa221618b08bdc1b5117c5aab596	106.08069\,54.917984\,36.8562
wss.286b92078a295123ac4fd92dfb8e239e	2019.2241\,2326.061\,2166.2458
wss.2872c4b8e2f86201b7d0f3d89bbac230	35.876556\,127.12163\,38.913788
wss.2875ee2f2139ccaa9fbf6baff26fc922	10.282505\,12.159517\,2.3357158
wss.287b40443d6274b82850368938ed70c	20.629572\,56.564213\,34.38818
wss.287b8f5f679b8e8ecf01bc59d215f0	22.5425\,33.00933\,20.47875
wss.287c358c0079ea47a07fe9590ff61bf8	42.068817\,27.728115\,39.540543
wss.2883fdb2de2c88ff738e43095496b061	105.65323\,123.72032\,46.346027
wss.2894cc5460c61117f46d6fc43de3fc46	100.34396\,83.61993\,100.34388
wss.289a4f363978e9c69a0d3e7e907e5b53	112.3023\,92.03726\,2.8708847
wss.289acc607ec092fceab2bd7322386ffd	60.14414\,219.75542\,229.92645
wss.289fddae5c4a03ac4798047bd8979829	103.66337\,117.33884\,37.480892
wss.28a46046651132f9e3bc44bb1006d615	120.75531\,120.71525\,168.15503
wss.28a7d917bc37b6b761966577af56c29b	81.95726\,111.55144\,116.223175
wss.28a917f0312efa2f522fa2ef98af0539	328.93082\,328.93005\,328.92975
wss.28ab2b0d2d8c918b77e1c4f3e3547f0c	76.58343\,150.15703\,96.31453
wss.28ad16d5e8987f7f9599371049c32d38	15.440678\,21.566679\,15.440681
wss.28ad4a02974cfad44940de35756fadec	136.95781\,104.19003\,136.95782
wss.28b035530ad7512171c104f9ce9ca338	106.9936\,164.51659\,113.426704
wss.28b2713c1e5748f5b7de34dc19372cba	343.30005\,753.36017\,1956.9734
wss.28b280b06401e17c83b787d4ec835b6b	29.317558\,5.185028\,29.552734
wss.28b52131adc6b61f8a176754e2b1afb0	15.606034\,35.489483\,16.106354
wss.28bdf067b9fea968f17e3402958be9f	56.447697\,100.65384\,55.425407
wss.28bf43e37ce672cbe3f7a74e12a274ef	102.42361\,172.50475\,75.729774
wss.28c7e4f134a6a30aa23949c21eddef76	62.097588\,41.39839\,77.62199
wss.28d27f1204c1b3de6512b7b24f3d84	58.329536\,99.09007\,67.01899
wss.28d7d4d42ce2b4c46dc49355f7db19ae	324103.97\,324104.0\,324104.0
wss.28d88f47398c462977d2282deeabd2a4	1.8307272\,15.712194\,1.6654016
wss.28d8eafb888cd457e8784f880dac0f61	315.53174\,309.69177\,1198.101
wss.28e147166eb68b2763ed57e35c972b4b	82.20208\,101.706825\,70.794136
wss.28e20715a61d4adb162396afc9c63be6	78.39053\,97.44928\,9.744965
wss.28e3c29f3cca7404ce5d6e9371bb5c33	59.657265\,137.2236\,102.9177
wss.28e7fd7a7a5ee8787d3ced6148bd0a15	54.99989\,162.99994\,48.953163
wss.28f1c6c292c0190480360680c1602c7d	112.93877\,148.84186\,44.869312
wss.28f96315733ef074ed0b8d6b172b6ddc	98.568405\,49.284203\,4.2439175
wss.28fd1cd2feab3b56c0e1b3fb437d8b09	197.65729\,116.0758\,226.35211
wss.2902625d2032f0f8bd5c01a421942c8d	111.38332\,177.18866\,46.707394
wss.290abe056b205c08240c46d333a693f	15.408262\,11.676589\,14.439209
wss.290b083404ea24c87ff6ace05b36a5	186.70978\,148.62938\,216.422
wss.29167f2656ea030e888e3fc9594a8d32	57.233612\,20.034279\,39.880817
wss.2927d6c8438f6e24fe6460d8d9bd16c6	10.364212\,32.56543\,10.571106
wss.29297077749a3be52cc46ea46fe7d877	91.44\,171.5047\,175.26
wss.292dbc8aea00ce5bb88587ed19f28803	13.15567\,45.006767\,13.15567
wss.2936cf91218a53dee04e4d5188c661b9	30.330215\,23.720276\,22.134548
wss.2938b891945f5231fcab7ca97d915ab1	142.89096\,104.735756\,10.65457
wss.293a741396ed3cb45341654902142cca	36.411015\,10.858947\,26.922234
wss.293c7ff94a72e11c322a3e035e31af50	193.93103\,190.79822\,203.48782
wss.294675f2b3faee493884bb357c705a0e	127.925804\,128.14099\,136.3107
wss.2956aa89a775941267510767535a263a	11.769836\,30.121613\,9.551758
wss.295be2a01cb9f29b716714dd1fd945b7	5.7246265\,15.117865\,5.7246532
wss.296525ac11fd2de62a933d8d2422f945	178.97754\,38.1\,46.26234
wss.2967a5504d5aef38bb3914fb474ebce4	88.70996\,63.487095\,16.20751
wss.296b4b6d436e8606e134b95ba7d5c2cd	41.31431\,122.655045\,73.34617
wss.297d929269bb62da43fdcbcacbbed64c	43.202026\,87.24784\,43.202026
wss.29830fb806fe23b29ccf01d06bf2094d	38.765602\,38.777\,38.738873
wss.29880fedb8770d6ce51e3cd2b72fbf02	56.048157\,29.825317\,69.62973
wss.298b2f438a044446e4e346ee2650d150	50.8\,513.08\,513.08
wss.298c53b1c59dfba01e12aed63dad90c	131.08179\,180.71768\,69.346924
wss.298d152fd0adb0f33347c5de2992cc8	2.2777994\,7.9622245\,56.040974
wss.2994a10986d29d583d382fe678ddae38	393.2126\,393.2136\,47.77841
wss.2994fd58c32b47f9f93934cc851bfea0	191.17528\,280.73376\,0.0
wss.299528447dda1d3bb32fa42452c9f80c	115.571335\,134.25595\,10.842856
wss.2997f21fa426e18a6ab1a25d0e8f3590	24.909065\,19.66082\,18.456997
wss.299832be465f4037485059ffe7a2f9c7	26.700562\,36.930405\,9.564896
wss.299a57d854a0a2f7c7171c90fff22933	42.318077\,32.489956\,35.435394
wss.299b22d80a1921734f8253938bfb1758	6.172734\,1.7954701\,6.1727333
wss.299d4157334aece64bd9e0690b0b191	95.32438\,31.197216\,43.329445
wss.29a0107981f05b3f83fbe429fdbcd2f	49.991302\,28.402615\,28.217804
wss.29a37eb86f4677163f6b1b708c713b4a	26.32177\,36.103416\,31.594715
wss.29a3f3ee5c752ab3c39a00da16746b95	55.02948\,157.8465\,55.029053
wss.29a468552a3374e2744b27ff2c2b24ae	166.37001\,119.64505\,57.785
wss.29aa583baeeb2b816ba14bfd91a75020	67.18678\,113.665\,70.297646
wss.29b66fc9db2f1558e0e89fd83955713c	139.48264\,164.2702\,40.33239
wss.29bb0c42d423a68d4919b2c00b40aa66	57.871532\,154.27444\,40.13258
wss.29bfb699b1fedc097acf421b4a814696	86.595215\,65.00069\,85.23317
wss.29d22386bead2931a066c1f884f0378	49.022427\,23.64283\,33.1081
wss.29e7c9c2855c4007bc3c6c80ccbccb1e	26.471878\,21.308823\,26.471863
wss.29e8781a8f6fdf1f13323fc4d5700bec	10.95517\,35.201336\,16.0513
wss.29e9ba2e86a2fd8ecf3ddd47627ca960	14.783237\,4.361776\,14.786968
wss.29f5cfcef7272f1f640578ae55230ebc	39.006603\,28.076698\,42.335274
wss.29f66488d7507b0c5a93c9a5a7a08569	167.36703\,109.83464\,214.43958
wss.29fafe9d3b95e324535e3a87e2212e35	129.40575\,55.97661\,42.43405
wss.29fe6bf8e9c364a545004a22a9d35958	48.898163\,3.6837082\,48.897827
wss.2a000371f7dabee3390c65b6a0740c7f	82.234985\,66.96153\,30.276054
wss.2a05d3998ba1582ce80df3c23687288a	53.23593\,96.79558\,116.24946
wss.2a06d017a823fbdcc8695a6f7ba66320	60.11409\,36.162846\,63.26541
wss.2a091cd04e299ca1221ed909a87f7fed	2556.9797\,909.24634\,3003.2683
wss.2a09bfad63a30fd44cd76961c2292915	1502.5623\,2179.9731\,3995.0413
wss.2a0eff86efdf60a89a682a6d0e92c30	138.9733\,77.33317\,58.5979
wss.2a0f8c4bed9bfc298bb728695007e6ab	136.63147\,95.64203\,136.63147
wss.2a186bc37c3f82934a19fb7da722fffe	224.63364\,49.928875\,224.63376
wss.2a21b9d109d2fc958962005ce0e986db	117.441475\,117.441475\,61.084225
wss.2a2369e8b0a139f67230cc2111ecdc77	91.14064\,59.336746\,18.30899
wss.2a291e35e60835a7e66889ce8586e57a	29.22468\,19.576864\,1.7952567
wss.2a3267758a3caeb7cf353869450feb9a	36.62945\,65.28711\,47.12851
